Type,Debt,Introduce Date,Introduce Author,Introduce Comment,Remove Date,Remove Author,Remove Comment,Introduce ID,Remove ID
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
REQUIREMENT,// TODO: add trace call?,2007-10-02,Charles Oliver Nutter,Renaming NodeCompilerFactory to ASTCompiler,2010-05-20,Charles Oliver Nutter,Eliminate the often-unnecessary getRuntime and getNil from the preamble of compiled methods; brings us closer to lightweight or do-nothing methods inlining away.,5b26d393c98428187d94b7bb168a037380b6f33c,e373c01f64dc8cd4f29517e6d56e8a4db9a90177
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DESIGN,// TODO: wire into new exception handling mechanism,2008-06-18,Thomas Enebo,[interp] Unboxed attrassign node (2-3x speedup) assign is now based on same mechanism as interpret FCallOneArgNode has slower ASTInterpreter.getBlock instead of this.getBlock converted consumers of ASTInterpreter.eval to Node.interpret converted all consumers of ASTAssignment.assign to Node.assign,2014-06-09,Thomas E. Enebo,Start removing old interpreter,27438e0e6117ae74e0838c19e4af058b790cb48c,7621334c9b4bef55cc1ac326dcc8d13ce8c36a56
DESIGN,"// We clone dynamic scope because this will be a new instance of a block.  Any previously // captured instances of this block may still be around and we do not want to start // overwriting those values when we create a new one. // ENEBO: Once we make self, lastClass, and lastMethod immutable we can remove duplicate",2008-11-22,Thomas Enebo,Biggest commit eva (1.9 parser+1.9-runtime-related-changes landing),2010-11-16,Thomas E. Enebo,Create ContextAwareBlockBody to Dry up common blockbody code,bf8db0bc4acaeed7900b867e821e959f254be0be,0e0ffe2e5c18927119cb9cd45764f935b9956dce
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DESIGN,"// up to ten, stuff into tmp locals, load in reverse order, and assign // FIXME: There's probably a slightly smarter way, but is it important?",2009-01-09,Charles Oliver Nutter,Expand expr optz for masgn up to 10 elements.,2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,ff7738a32b384835da78a7a43a1144dcdf1c414b,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DESIGN,"// TODO: callback for value would be more efficient, but unlikely to be a big cost (constants are rarely assigned)",2008-04-28,Charles Oliver Nutter,"More microoptz: * Use ICONST_M1 through ICONST_5 for small integer values * Use a callback for class var assignment, to avoid a bunch of stack juggling",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,379fc8d0aa56e7a49affbbaf366afedc074e7b8e,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
REQUIREMENT,// FIXME: Ruby 1.9 post args code needs to come here,2009-06-09,Subramanya Sastry,- More fixes to args node code.  I have to use the variable names that come in via the AST.  Don't create new variables!,2010-09-13,Thomas E. Enebo,Damn...I keep removing this on a merge?,cfa56d24b1baa2f4d9473a1feabe49a029465167,8dff5b2a57d0880cd1d7d23b96aa1ff3dc47467c
DESIGN,// SSS FIXME: What is the difference between ClassVarAsgnNode & ClassVarDeclNode,2009-07-04,Subramanya Sastry,- Several fixes to get this thing to start compiling ... lots more to go!,2010-09-13,Thomas E. Enebo,Damn...I keep removing this on a merge?,3eb979fe140a545b12ea9b21551d8e4be812ee40,8dff5b2a57d0880cd1d7d23b96aa1ff3dc47467c
DESIGN,"/**
 * SSS FIXME: Used anywhere?  I don't see calls to this anywhere
    public Operand buildDAsgnAssignment(Node node, IR_Scope s) {
        DAsgnNode dasgnNode = (DAsgnNode) node;
        s.getVariableCompiler().assignLocalVariable(dasgnNode.getIndex(), dasgnNode.getDepth());
    }
**/",2009-06-24,Subramanya Sastry,"- Built for node, iter node, and a few others",2010-09-13,Thomas E. Enebo,Damn...I keep removing this on a merge?,85f7641591716e654d7f9ad6d0171640d7ea4df1,8dff5b2a57d0880cd1d7d23b96aa1ff3dc47467c
DESIGN,// SSS FIXME: What is the difference between ClassVarAsgnNode & ClassVarDeclNode,2009-07-04,Subramanya Sastry,- Several fixes to get this thing to start compiling ... lots more to go!,2010-09-13,Thomas E. Enebo,Damn...I keep removing this on a merge?,3eb979fe140a545b12ea9b21551d8e4be812ee40,8dff5b2a57d0880cd1d7d23b96aa1ff3dc47467c
DESIGN,// Object#to_a is obsolete.  We match Ruby's hack until to_a goes away.  Then we can  // remove this hack too.,2008-04-28,Charles Oliver Nutter,"Multiple microoptz to compiled output: * all int loads now use smallest bytecode possible (biload, siload) * removed extraneous runtime params from several methods * split range instantiation into exclusive/inclusive versions * moved some array/splatting methods out of ASTInterpreter and into RuntimeHelpers * Modified Fixnum creation to use efficient int loading bytecode when possible",2013-03-28,Charles Oliver Nutter,Move RuntimeHelpers to org.jruby.runtime.Helpers.,7be3e62c35796d36ea332a1ecacf7455d73dce4c,bb98e4b8decffc0361b70a6c99c1ade5fed0abcb
DESIGN,// set up a field for the CacheEntry // TODO: make this an array so it's not as much class metadata; similar to AbstractScript stuff,2009-02-19,Charles Oliver Nutter,Fix for JRUBY-3158: Wrong ruby methods called on object of same class from Java code.,2009-12-19,Charles Oliver Nutter,Remove MiniJava and all the tendrils it extended through JRuby. Useful remainder moved to org.jruby.java.codegen.RealClassGenerator.,ba40f9ccdc097b634e0f0aa092ffec45fe31a729,02b8e01b4686b05da6762dd69950835d57dcd653
DEFECT,"// XXX Wrong, but will have to do for now",2007-11-08,Thomas Enebo,JRUBY-1399: Reflection-based execution is totally broken (Peter Brant) JRUBY-1493: Methods do not always have the right line number in the AST (Peter Brant),2009-11-11,Charles Oliver Nutter,Fix for JRUBY-1531: Tracing in compiler / Tracing AOT compiled code,c719a6634098d783d9d6488651cb2964a3491be9,25720ab186b2d0fcdeffc1744128e185bf575a6b
DEFECT,// TODO: Rubicon TestKernel dies without this line.  A cursory glance implies we // falsely set $! to nil and this sets it back to something valid.  This should  // get fixed at the same time we address bug #1296484.,2008-06-12,Thomas Enebo,Tom Bomb! New Interpreter landing,2012-05-08,Subramanya Sastry,"Fix RubyThread.join to set ""$!"" in the calling thread when the target thread exits with an exception.  This lets us gets rid of a hack in both AST and IR interpreters where on catching an exception, ""$!"" is set before passing control to the rescue handlers.  This in turn makes the exception handlers in IR interpreter loop identical for a couple scenarios which can then let us compact exception tables for the IR JIT.",dbcdcdbac451af5838c377b299289b2a7b94d9e2,20632af6e1fa511fd9b762beda2a60d39bf3c859
DESIGN,"// invoke callMethodMissing method directly // TODO: this could be further optimized, since some DSLs hit method_missing pretty hard...",2007-07-10,Charles Oliver Nutter,Fix for -C and optimizations to the compiler and dispatcher to shorten the call path and give HotSpot better targets to JIT.,2008-12-18,Charles Oliver Nutter,"House cleaning! Delete a bunch of unused and/or deprecated classes of strange and wonderful origins, eliminate all deprecated Callback-related code, reduce environment lookup to a simple System.getenv call, kill off the last of the old stackless interpreter's ""Instruction"" interface, and other miscellaneous cleanup.",3c6108a399ab8eb921a4aa4d8fb423c5648b8425,24befe5cf0587885f08f7dc82217f141cc500550
DESIGN,// TODO: need to get this back into the method signature...now is too late...,2009-07-17,Charles Oliver Nutter,Add RECV_ARG support and variable allocation/loading.,2012-03-13,Subramanya Sastry,[IR] Package restructuring: org.jruby.compiler.ir -> org.jruby.ir org.jruby.ir.compiler_passes -> org.jruby.ir.passes org.jruby.interpreter -> org.jruby.ir.interpreter,aa0f8552add516965129d0a8ddf14d9e00ccafe1,53945eb6cd55a8e2a78c00f7166574fc09d4e845
DESIGN,"// FIXME: bit of a kludge here (non-interface classes assigned to both // class and module fields). simplifies proxy extender code, will go away // when JI is overhauled (and proxy extenders are deprecated).",2007-09-21,Bill Dortch,"More JI cleanup:  - Reworked the very expensive and thread-unsafe (and essentially obsolete) proxy extender mechanism. No longer is every new proxy checked against all proxy extenders; since the Rubification of the Java class hierarchy, it's really only necessary to extend the class/module specified in the extend_proxy method. I'd like to see this feature deprecated, as it's redundant now (see forthcoming note on jruby-dev).  - Moved JavaClass instances to a ConcurrentHashMap for faster access.  They had been in a weak hash map, but since almost all of them were linked to proxies that were in non-weak maps, there was really no benefit (and some performance penalties).  - Used concurrent techniques to speed proxy class lookup.  Proxies are now stored with their corresponding JavaClass instances, and can be retrieved with an unsynchronized access.  - Eliminated the ProxyData ""dataStruct"" that had been attached to the JavaUtilities module; most of the fields (maps) had been eliminated in the work noted above; the remaining fields have been moved to JavaSupport where they may be accessed without a JavaUtilities reference.  - Permanently disabled the the old-style (<) interface implementation syntax (there had been a method to enable it; no more).  - Fixed a bug wherein the colon2 syntax for opening modules was not working if the module had not previously been referenced.  Will open a JIRA and backport to the 1.0 branch.",2015-02-26,Charles Oliver Nutter,Pull all initialize logic up and out into initializer classes.,1dbbe1a37a3d9cd926b906dc06b5a8578de6b3b3,be31344448e7db89264bf94d2d431b817f6ca738
DESIGN,"// add 'new' with full signature, so it's guaranteed to be directly accessible // TODO: no need for this to be a full, formal JVM signature",2008-05-16,Charles Oliver Nutter,"Early work on a new Java layer that's lighter-weight, more ""raw"", and more explicit.",2009-12-19,Charles Oliver Nutter,Remove MiniJava and all the tendrils it extended through JRuby. Useful remainder moved to org.jruby.java.codegen.RealClassGenerator.,3bb6b82f878bb1fabc16c2155d3cc814c5c0677c,02b8e01b4686b05da6762dd69950835d57dcd653
DESIGN,// TODO: cache?,2008-09-14,Charles Oliver Nutter,More compiler refactoring.,2013-05-14,Charles Oliver Nutter,"Cache booleans with indy, so they can fold away.",ef600a2c8d8c065a1599734d560be2b975470796,0b2c4be4428efd8b3e82b3d2711ccd9a78023be6
REQUIREMENT,"// SSS: FIXME: Somewhere here, we need to record information the type of this operand as String",2009-06-16,Subramanya Sastry,- More nodes translated + added compound string + updated builder context code,2010-09-13,Thomas E. Enebo,Damn...I keep removing this on a merge?,9f9a147f3946116eb703d00c30c93eb86ac5e7f2,8dff5b2a57d0880cd1d7d23b96aa1ff3dc47467c
DEFECT,// TODO: proper sign,2008-04-11,Vladimir Sizikov,Major BigDecimal update to be able to handle latest rubyspecs. Fixed about 100 test failures and tens of crashes in specs.,2013-10-12,Thomas E. Enebo,Wow...I went too far but I am not turning back.  Refactoring of Bigdecimal + De-versioning,82d49a4042f37e1afe2c16cf14a2619446312a27,1a34a5e4a2ba63e63fdd1a8d0403b6d1ed0ed136
DEFECT,// FIXME: for some reason this dispatcher causes a VerifyError... //classClass.dispatcher = callbackFactory.createDispatcher(classClass);,2007-07-01,Charles Oliver Nutter,"Committing brand new dynamic STI generator; it's passing all tests, installs rake, runs rails. Any bugs, we'll find them in place.",2010-07-09,Charles Oliver Nutter,Tidy up and get reified objects working for Object subhierarchies. jruby.reify.classes=true to turn it on.,3855b2a7b32d013fbc4dbc8cdc3b4c6e9a9c8f0d,3de8d29ba756862303ddb993a4fc6b18fef89051
DESIGN,"// TODO: why are we duplicating the constants here, and then in // File::Constants below? File::Constants is included in IO.",2008-05-26,Vladimir Sizikov,JRUBY-2571: some IO constants not defined,2012-04-04,Benoit Daloze,Fix File.readlink when chdir and avoid NPE,cd64ee38327077ea57ad3f4a54925c635ede898d,94fd5a421f1472d7c7f250fa75bdc40a94d522e5
REQUIREMENT,// TODO: Something about pipe buffer length here,2008-03-07,Ola Bini,Fix for JRUBY-2164. Add appropriate waitReadable and waitWritable to important places.,2014-05-14,Charles Oliver Nutter,Implement putc and clear out a bunch of unused RubyIO code.,e85e442e2fc4a3730c28c91f5bcef8afb62193ff,36140802e31179f0806954c89fcd81e499eef2e1
REQUIREMENT,"// TODO: Ruby truncates string to specific size here, but our bytelist should handle this already?",2008-02-05,Charles Oliver Nutter,"Merging the new IO implementation to trunk to give it appropriate burn-in time. Give it a go, friends!",2010-10-23,Charles Oliver Nutter,Move fields and deprecated methods to bottom of RubyIO.java.,66b024fedbb2ee32316ccd9de8387931d07993ec,589320765488a78747b06c1ebd667b1184d47483
REQUIREMENT,// TODO: MRI also can hadle Bignum here,2008-06-11,Vladimir Sizikov,JRUBY-2633: Kernel#select with non-array argument crashes JRuby.,2011-03-25,Charles Oliver Nutter,Reimplement IO.select/Kernel.select to reduce object churn.,63cad817df33a10911919839c531edd059d758f3,fb60a5baf34d6db58b54b0fabc89624465a4673b
REQUIREMENT,// TODO: notify threads waiting on descriptors/IO? probably not...,2008-02-05,Charles Oliver Nutter,"Merging the new IO implementation to trunk to give it appropriate burn-in time. Give it a go, friends!",2014-05-13,Charles Oliver Nutter,Implement rest of write plus more.,66b024fedbb2ee32316ccd9de8387931d07993ec,de7dba387a965b41ace1f60f7d7f36a7d163a14e
DESIGN,// TODO: better error handling,2008-01-21,Charles Oliver Nutter,"Based on some studying of C source for IO#initialize_copy and IO#reopen (for an fd) this commit tries to modify our logic to more closely map to Ruby's. Major missing pieces include: - Ruby's separate handling of an OpenFile struct, FILE* struct, and file descriptor, which map roughly to RubyIO.OpenFile (new in this commit), IOHandler, and Channel - Flushing logic for incoming and current streams - Construction of new IOHandlers to wrap existing channels What's largely missing from all this logic, and what would fill in the remaining pieces, would be a way for us to clone Channels in the same way Ruby can dup or dup2 file descriptors. This missing piece means we can't easily avoid closing channels still in use and can't manage channel position in two separate places.",2014-05-19,Charles Oliver Nutter,"Working through more logic... sysopen, seek, reopen, init_copy.",892787ae3c41a7c4f2612ad61fa8c61b6191239e,78f196d80559e5927c24ce8cf146330399f6f039
DESIGN,// FIXME we should probably still be dyncalling 'write' here,2009-05-11,Charles Oliver Nutter,Fix for JRUBY-3483: Redirecting $stdout to an object blows up the stack,2014-05-14,Charles Oliver Nutter,Implement putc and clear out a bunch of unused RubyIO code.,434b818193ceb63a288d4627f9745292be0f397b,36140802e31179f0806954c89fcd81e499eef2e1
DESIGN,// TODO: the rest of this...seeking to same position is unnecessary since we share a channel // but some of this may be needed?,2008-02-05,Charles Oliver Nutter,"Merging the new IO implementation to trunk to give it appropriate burn-in time. Give it a go, friends!",2014-05-19,Charles Oliver Nutter,"Working through more logic... sysopen, seek, reopen, init_copy.",66b024fedbb2ee32316ccd9de8387931d07993ec,78f196d80559e5927c24ce8cf146330399f6f039
DEFECT,// ENEBO: Very wrong,2007-01-27,Thomas Enebo,JRUBY-484: Reverse Iter Call relationship in AST and also pass block via Java frame versus maintaining blocks in TC,2013-07-08,Charles Oliver Nutter,Fix parameter passing to procified method. JRUBY-6763.,5c0789044de8703f41bdf83f29552ba29ad048f6,85e49085c8443fe6493e5cbaa554e72ab60caa29
DESIGN,// FIXME: This is an ugly hack to resolve JRUBY-1381; I'm not proud of it,2007-09-25,Charles Oliver Nutter,Not-so-pretty fix for JRUBY-1381: define_method with an instance_eval'ed block from the surrounding scope doesn't get the right self.,2010-05-22,Thomas E. Enebo,Fix remaining BasicObject specs and probably remove some obsolete tag files,f16e305fcfc8a4269b3f90138cfa4bdc2c2601a0,da0b65ceb38651560b4d2a799b47f217a5f8b396
REQUIREMENT,// TODO: validate port as numeric,2007-12-05,Bill Dortch,Add Socket support required by Net::SSH -   - add NI_xxx constants   - fix #getnameinfo to take alternative String arg[0]   - observe flag values in getnameinfo (more could be done here),2010-07-12,Hiro Asari,Resolve numeric port number to its service name if possible.,a6d700d4c32dca24856ee21780cbe8c96ee3bee7,dc58f1ba0d99a2f7206546b4326f6769e9298899
DESIGN,// XXX should instead make a new ProtectionDomain with a CodeSource // corresponding to container.toURI().toURL() and the same // PermissionCollection as Project.class.protectionDomain had,2005-03-29,Jesse N. Glick,#27285: simplify AntClassLoader by removing reflection hacks (and separate ACL2) only needed for JDK 1.1 support.,2009-07-22,Stefan Bodewig,properly set CodeSource when loading classes.  PR 20174,67c71a89e9e02b6e4841f748c79350b7ca190a00,c8e91147e37e34c4024c33ecf454e7c46639baa2
DESIGN,// XXX - should throw an exception instead?,2000-11-28,Stefan Bodewig,"New Mapper type for regular expression replacements. Currently only jakarta-regexp is supported, at least an ORO implementation will follow.",NULL,NULL,NULL,e4f0795f1f1d967ba1c2978dfa3b8a3bc2c1b013,NULL
DESIGN,// This is faintly ridiculous:,2000-08-30,Conor MacNeill,Improvements to Zip and Jar tasks,NULL,NULL,NULL,7ac63c0bc264d9192d38abf2c1f2302c8fdee8f6,NULL
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DESIGN,//I can't get my head around this; is encoding treatment needed here?,2005-05-23,Matthew Jason Benson,ResourceCollections,2007-05-10,Matthew Jason Benson,fix (I think) encoding for InputStream from StringResource,fbb9886634198d8377104bef9ec697fadeb134df,de1642bdb74c54168ca4b9d1f76249a6748dc058
DEFECT,// FIXME this is actually not very cpu cycles friendly as we are converting from // dos to java while the underlying Sun implementation will convert // from java to dos time for internal storage...,2004-12-04,Stephane Bailliez,First attempt at optimizing the zip code to have decent performance The performance problem was mainly due to the entry insertion in the hashtable where all hash code were equals in the hashtable. I also removed a lot of unecessary Zip(Long|Short) object creation by adding static methods and suppressed a hashtable.,2012-06-04,Stefan Bodewig,merge Zip64 support from Commons Compress,a05d1f12196d34b23d4ab80c3598f6fb63410ac5,dee95e3acc5154aee03ff5f91f9a56426ae79f3f
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DESIGN,"// TODO: callback for value would be more efficient, but unlikely to be a big cost (constants are rarely assigned)",2008-04-28,Charles Oliver Nutter,"More microoptz: * Use ICONST_M1 through ICONST_5 for small integer values * Use a callback for class var assignment, to avoid a bunch of stack juggling",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,379fc8d0aa56e7a49affbbaf366afedc074e7b8e,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DESIGN,// method has more than 500 lines; we'll need to split it // and therefore need to use a heap-based scope,2008-03-09,Charles Oliver Nutter,"Fix for JRUBY-2246, chained methods require heap-based scopes.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,87342fb6efdba5c9a2edfb3bf0a5593ce923cc6f,ed54aab184bed0dc9dbaaf90b357c8f793c33696
DESIGN,// Create block for this iter node // FIXME: We shouldn't use the current scope if it's not actually from the same hierarchy of static scopes,2007-10-02,Charles Oliver Nutter,Rename EvaluationState to ASTInterpreter.,2015-05-05,Thomas E. Enebo,ASTInterpreter dead,ffb259216dbb64ce9846cbe6c6e6639b9e598532,ea02984542f69439635b7cb2aebded21fd0513f4
DESIGN,"// index for the item // this could probably be more efficient, bailing out on assigning args past the end?",2007-09-30,Charles Oliver Nutter,"Many fixes to compiler to allow methods that previously did not compile to compile successfully. A total rewrite of method argument processing so all scenarios work (including def foo(a = (b = true; 1)) sorts of situations). Move common variable-compilation code to an abstract base. Fix DefaultMethod to jit methods without bodies appropriately, and make methods without bodies or opt args totally free of frame and scope costs. Fix the quicksort test so it doesn't take 15 minutes to parse.",2007-09-30,Charles Oliver Nutter,"Many fixes to compiler to allow methods that previously did not compile to compile successfully. A total rewrite of method argument processing so all scenarios work (including def foo(a = (b = true; 1)) sorts of situations). Move common variable-compilation code to an abstract base. Fix DefaultMethod to jit methods without bodies appropriately, and make methods without bodies or opt args totally free of frame and scope costs. Fix the quicksort test so it doesn't take 15 minutes to parse.",98064f183665b3698d30abf0d31b603da7893d29,98064f183665b3698d30abf0d31b603da7893d29
DESIGN,// TODO: cache?,2008-09-14,Charles Oliver Nutter,More compiler refactoring.,2013-05-14,Charles Oliver Nutter,"Cache booleans with indy, so they can fold away.",ef600a2c8d8c065a1599734d560be2b975470796,0b2c4be4428efd8b3e82b3d2711ccd9a78023be6
DESIGN,// SSS FIXME: What happens to the add class in this case??,2009-07-06,Subramanya Sastry,"- More cleanup; now, methods can only be added in class scopes!  Added def_class_method and def_instance_method instructions; cleaned up more toString output; now class definitions are handled properly; added return (for implicit return case) to methods.",2009-11-28,Subramanya Sastry,- Few bug fixes + started changing coding style to conform with existing   coding style + translated SClassNode + added several additional fixmes   + added timing output.,fc6ff506204028c43476c948c4c734ab00013aa8,15d7d44d7b26584ca251a4918e3555b43da8d7c0
DESIGN,"// add a ""self"" recv here // TODO: is this right?",2009-07-17,Charles Oliver Nutter,Add RECV_ARG support and variable allocation/loading.,2010-09-13,Thomas E. Enebo,Damn...I keep removing this on a merge?,aa0f8552add516965129d0a8ddf14d9e00ccafe1,8dff5b2a57d0880cd1d7d23b96aa1ff3dc47467c
