project,id,name,file_introduced_path,introduced_version_commit_hash,introduced_version_author,introduced_version_date,comment_location,func_specifier,func_return_type,func_name,func_parameter_list,func_line,has_removed_version,removed_version_commit_hash,removed_version_author,removed_version_date,last_found_path,last_found_commit_hash,last_found_author,last_found_date,last_found_comment_location,last_found_func_specifier,last_found_func_return_type,last_found_func_name,last_found_func_parameter_list,last_found_func_line,td_classification,start_line,end_line,comment_text
ant,867482,ProjectComponentHelper.java,proposal/embed/src/java/org/apache/tools/ant/ProjectComponentHelper.java,cf41ec1d86af2a3f977ce4572dc067d8e1b3e3d2,Costin Manolache ,2002-10-11 17:54:18,FUNCTION,public,Object,createProjectComponent,"UnknownElement ue, Project project, String ns, String taskName ",108,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/ProjectComponentHelper.java,8facf5e78b7c816e56783f3a92495b253ab5868d,Peter Reilly ,2005-03-18 09:57:28,FUNCTION,public,Object,createProjectComponent,"UnknownElement ue, Project project, String ns, String taskName ",107,DESIGN,123,124,// This policy is taken from 1.5 ProjectHelper. In future the difference between // task and type should disapear.
ant,867529,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,af9325e41e16da1e00cc88f29e6b9f3d96006805,Costin Manolache ,2002-12-28 17:10:17,"","","","","",0,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/PropertyHelper.java,8facf5e78b7c816e56783f3a92495b253ab5868d,Peter Reilly ,2005-03-18 09:57:28,"","","","","",0,DESIGN,212,216,// -------------------- Optional methods   -------------------- // You can override those methods if you want to optimize or // do advanced things ( like support a special syntax ). // The methods do not chain - you should use them when embedding ant // ( by replacing the main helper )
ant,867549,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,af9325e41e16da1e00cc88f29e6b9f3d96006805,Costin Manolache ,2002-12-28 17:10:17,"","","","","",0,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/PropertyHelper.java,8facf5e78b7c816e56783f3a92495b253ab5868d,Peter Reilly ,2005-03-18 09:57:28,"","","","","",0,DESIGN,469,472,"// -------------------- Access to property tables  -------------------- // This is used to support ant call and similar tasks. It should be // deprecated, it is possible to use a better ( more efficient ) // mechanism to preserve the context."
ant,867553,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,af9325e41e16da1e00cc88f29e6b9f3d96006805,Costin Manolache ,2002-12-28 17:10:17,"","","","","",0,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/PropertyHelper.java,8facf5e78b7c816e56783f3a92495b253ab5868d,Peter Reilly ,2005-03-18 09:57:28,"","","","","",0,DESIGN,474,474,// TODO: do we need to delegate ?
ant,867555,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,af9325e41e16da1e00cc88f29e6b9f3d96006805,Costin Manolache ,2002-12-28 17:10:17,FUNCTION,public,Hashtable,getProperties,"",481,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/PropertyHelper.java,8facf5e78b7c816e56783f3a92495b253ab5868d,Peter Reilly ,2005-03-18 09:57:28,FUNCTION,public,Hashtable,getProperties,"",480,DESIGN,491,492,"// There is a better way to save the context. This shouldn't // delegate to next, it's for backward compat only."
ant,867560,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,af9325e41e16da1e00cc88f29e6b9f3d96006805,Costin Manolache ,2002-12-28 17:10:17,"","","","","",0,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/PropertyHelper.java,8facf5e78b7c816e56783f3a92495b253ab5868d,Peter Reilly ,2005-03-18 09:57:28,"","","","","",0,DESIGN,562,565,// -------------------- Property parsing  -------------------- // Moved from ProjectHelper. You can override the static method - // this is used for backward compatibility ( for code that calls // the parse method in ProjectHelper ).
ant,867566,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,af9325e41e16da1e00cc88f29e6b9f3d96006805,Costin Manolache ,2002-12-28 17:10:17,FUNCTION,static,void,parsePropertyStringDefault,"String value, Vector fragments, Vector propertyRefs ",570,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/PropertyHelper.java,8facf5e78b7c816e56783f3a92495b253ab5868d,Peter Reilly ,2005-03-18 09:57:28,FUNCTION,static,void,parsePropertyStringDefault,"String value, Vector fragments, Vector propertyRefs ",569,DESIGN,579,582,"//if there was any text before this, add it as a fragment //TODO, this check could be modified to go if pos>prev; //seems like this current version could stick empty strings //into the list"
ant,867993,RuntimeConfigurable2.java,proposal/sandbox/embed/RuntimeConfigurable2.java,66bb079a1b2bbba4de57309cf7adb13c2e4a13d8,Costin Manolache ,2002-05-17 21:26:41,FUNCTION,static,String,processReference,"Project project, String name ",345,t,13c833611e42de1bf8e25966d4c6812345866c83,Costin Manolache ,2002-07-14 01:15:59,proposal/sandbox/embed/RuntimeConfigurable2.java,892725299aa75fb21eb6f154770235045931f5cb,Costin Manolache ,2002-05-17 23:12:51,FUNCTION,static,String,processReference,"Project project, String name ",359,DESIGN,334,344,"/** Use the reference table to generate values for ${} substitution.
ant,     *  To preserve backward compat ( as much as possible ) we'll only process
ant,     *  ids with a 'namespace-like' syntax.
ant,     *
ant,     *  Currently we support:
ant,     *    dom:idName:/xpath/like/syntax  - the referenced node must be a DOM, we'll use
ant,     *                      XPath to extract a node. ( a simplified syntax is handled
ant,     *                      directly, XXX used for 'real' xpaths ).
ant,     *    toString:idName - we use toString on the referenced object
ant,     *    bean:idName.propertyName - we get the idName and call the getter for the property. 
ant,     */"
ant,868256,RuntimeConfigurable2.java,proposal/embed/src/java/org/apache/tools/ant/RuntimeConfigurable2.java,5413125a9152c81e198e20fcd6ed6866aa620257,Costin Manolache ,2002-10-18 20:34:20,FUNCTION,public,void,maybeConfigure,"Project p, boolean configureChildren ",277,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/RuntimeConfigurable2.java,c885f568369156a62e3ccb5b4b93b73b9d054443,Peter Reilly ,2004-03-09 16:49:09,FUNCTION,public,void,maybeConfigure,"Project p, boolean configureChildren ",275,DESIGN,289,290,// No way - this will be used on future calls ( if the task is used // multiple times: attributes = null;
ant,869029,UnknownElement2.java,proposal/embed/src/java/org/apache/tools/ant/UnknownElement2.java,869b5253ead8123914e1b6a283187060c455377d,Costin Manolache ,2002-12-06 22:59:53,FUNCTION,public,void,maybeConfigure,"",135,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/UnknownElement2.java,c885f568369156a62e3ccb5b4b93b73b9d054443,Peter Reilly ,2004-03-09 16:49:09,FUNCTION,public,void,maybeConfigure,"",133,DESIGN,154,155,// For Script to work. Ugly // The reference is replaced by RuntimeConfigurable
ant,869186,ProjectHelperImpl2.java,src/main/org/apache/tools/ant/ProjectHelper.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,private static,void,configureTasks,"Project project, Target target, Element targetElement ",197,t,fe4a5cb02940376fddc661302141394be20d1f02,Sam Ruby ,2000-04-26 19:09:17,src/main/org/apache/tools/ant/ProjectHelper.java,1b4714d0428f88df0fd6b9ddbe40228fcedca271,Sam Ruby ,2000-04-01 22:35:25,FUNCTION,private static,void,processNestedProperties,"Project project, Object target, Element targetElement ",231,DESIGN,206,207,"// right now, all we are interested in is element nodes // not quite sure what to do with others except drop 'em"
ant,869188,ProjectHelperImpl2.java,src/main/org/apache/tools/ant/ProjectHelper.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,private static,void,configureTasks,"Project project, Target target, Element targetElement ",197,t,30d8dc80a562b0c3c7db85f1fbf501dcf9ffa706,Sam Ruby ,2000-02-28 14:10:46,src/main/org/apache/tools/ant/ProjectHelper.java,c4815378efcf6cdbb3407c85b4fa4278eeec34be,Sam Ruby ,2000-02-23 21:11:17,FUNCTION,private static,void,configureTasks,"Project project, Target target, Element targetElement ",199,DESIGN,213,215,"// special case - no target in a target. // hack to allow this method to set ""init"" target // using root element"
ant,869191,ProjectHelperImpl2.java,src/main/org/apache/tools/ant/ProjectHelper.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,private static,void,configureTasks,"Project project, Target target, Element targetElement ",197,t,fe4a5cb02940376fddc661302141394be20d1f02,Sam Ruby ,2000-04-26 19:09:17,src/main/org/apache/tools/ant/ProjectHelper.java,1b4714d0428f88df0fd6b9ddbe40228fcedca271,Sam Ruby ,2000-04-01 22:35:25,FUNCTION,private static,void,configureTasks,"Project project, Target target, Element targetElement ",197,DESIGN,217,218,// XXX // put in some sanity checking
ant,869195,ProjectHelperImpl2.java,src/main/org/apache/tools/ant/ProjectHelper.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,private static,void,configureTask,"Project project, Task task, NamedNodeMap nodeMap ",233,t,b6ec4af9dd33b9a37fe18f1c2a043e67bdf0d67b,Stefan Bodewig ,2000-07-11 11:14:48,src/main/org/apache/tools/ant/ProjectHelper.java,efa57c6a8b4c9760ab4e0ca4ec0b884d64270654,Conor MacNeill ,2000-07-10 11:04:22,FUNCTION,private,void,configure,"Object target, AttributeList attrs ",400,DESIGN,238,241,"// XXX // instead of doing this introspection each time around, I // should have a helper class to keep this info around for // each kind of class"
ant,869207,ProjectHelperImpl2.java,src/main/org/apache/tools/ant/ProjectHelper.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,public static,String,replaceProperties,"String value, Hashtable keys ",312,t,4f3e4e1690289144b15872597586ed34ae92efb5,Conor MacNeill ,2001-07-23 16:31:56,src/main/org/apache/tools/ant/ProjectHelper.java,9932ed799bd36ab3e9176ffe4e27cf32e2f04d12,glennm ,2001-07-23 03:56:12,FUNCTION,public static,String,replaceProperties,"Project project, String value, Hashtable keys ",694,DESIGN,317,317,// XXX need to replace this code with something better.
ant,871950,ProjectHelperImpl2.java,proposal/sandbox/embed/ProjectHelperImpl.java,df867b66e89d6dcfa962efed57cbbdf543d8d7bd,Costin Manolache ,2002-03-05 05:50:09,"","","","","",0,t,61a377b6697aa5b28716478236a15dc386934a0f,Costin Manolache ,2002-07-20 02:39:11,proposal/sandbox/embed/ProjectHelperImpl2.java,95b08cc54ae73a29e693b2ef25585500816f5977,Costin Manolache ,2002-07-19 19:37:06,"","","","","",0,DESIGN,1080,1081,"// XXX: (Jon Skeet) Any reason why this doesn't use the wrapper // if one is available, whereas NestedElementHandler.characters does?"
ant,872577,ProjectHelperImpl2.java,proposal/sandbox/embed/ProjectHelperImpl2.java,75cdfc682ec1c00da1a7ed51ce5e8621776ccaf1,Costin Manolache ,2002-07-19 18:02:27,FUNCTION,public,void,onStartElement,"String uri, String tag, String qname, Attributes attrs, AntXmlContext context ",641,t,61a377b6697aa5b28716478236a15dc386934a0f,Costin Manolache ,2002-07-20 02:39:11,proposal/sandbox/embed/ProjectHelperImpl2.java,95b08cc54ae73a29e693b2ef25585500816f5977,Costin Manolache ,2002-07-19 19:37:06,FUNCTION,public,void,onStartElement,"String uri, String tag, String qname, Attributes attrs, AntXmlContext context ",642,DESIGN,689,689,// START IMPORT CHANGE XXX Move to Import task
ant,872925,ProjectHelperImpl2.java,proposal/sandbox/embed/ProjectHelperImpl2.java,61a377b6697aa5b28716478236a15dc386934a0f,Costin Manolache ,2002-07-20 02:39:11,FUNCTION,public,void,onStartElement,"String uri, String tag, String qname, Attributes attrs, AntXmlContext context ",511,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/helper/ProjectHelperImpl2.java,8facf5e78b7c816e56783f3a92495b253ab5868d,Peter Reilly ,2005-03-18 09:57:28,FUNCTION,public,void,onStartElement,"String uri, String tag, String qname, Attributes attrs, AntXmlContext context ",589,DESIGN,550,550,// XXX ignore attributes in a different NS ( maybe store them ? )
ant,872960,ProjectHelperImpl2.java,proposal/sandbox/embed/ProjectHelperImpl2.java,3256156dcc13ead3eba8a9ea02b23ce7f7be8eb2,Costin Manolache ,2002-07-24 22:18:04,FUNCTION,public,void,parse,"Project project, Object source ",113,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/helper/ProjectHelperImpl2.java,8facf5e78b7c816e56783f3a92495b253ab5868d,Peter Reilly ,2005-03-18 09:57:28,FUNCTION,public,void,parse,"Project project, Object source ",137,DESIGN,121,121,// XXX How to deal with description ??
ant,874266,SystemPath.java,proposal/sandbox/embed/SystemPath.java,a2e5b12e38496211e219a71d10252df3ea2fffb9,Costin Manolache ,2002-07-16 22:17:06,FUNCTION,private,void,initSystemLoader,Path path ,120,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/taskdefs/SystemPath.java,c885f568369156a62e3ccb5b4b93b73b9d054443,Peter Reilly ,2004-03-09 16:49:09,FUNCTION,private,void,initSystemLoader,Path path ,124,DESIGN,168,168,// other classes that needs to be replaced ??
ant,874373,Taskdef2.java,src/main/org/apache/tools/ant/taskdefs/Taskdef.java,efbabaf8490199bb4a3a83ad20bbf5cff81dbd1b,akv ,2000-03-02 20:40:04,"","","","","",0,t,4a96c6e0b749451b20d1ea87c584881915e66ba4,Stefan Bodewig ,2000-09-04 13:19:54,src/main/org/apache/tools/ant/taskdefs/Taskdef.java,23f7147dc6fa39ffc7166e5b3d52fb696577ca37,Stefan Bodewig ,2000-08-10 12:58:55,"","","","","",0,DESIGN,68,72,// // REVISIT: Is this the right thing to do? //          I moved the body of execute() into init(). //                               - akv //
ant,874518,Taskdef2.java,src/main/org/apache/tools/ant/taskdefs/Definer.java,ca91f8cb7e4f2bfe1a191dea6126a32649af9565,Magesh Umasankar ,2002-06-01 12:26:43,FUNCTION,private,AntClassLoader,createLoader,"",229,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/taskdefs/Taskdef2.java,c885f568369156a62e3ccb5b4b93b73b9d054443,Peter Reilly ,2004-03-09 16:49:09,FUNCTION,protected,AntClassLoader,createLoader,"",240,DESIGN,232,235,// Generate the 'reuse' name automatically from the reference. // This allows <taskdefs> that work on both ant1.4 and ant1.5. // ( in 1.4 it'll require the task/type to be in classpath if they //   are used togheter ).
ant,875260,TaskDiscovery.java,proposal/embed/src/java/org/apache/tools/ant/taskdefs/optional/TaskDiscovery.java,51f00807c2cfcb2d385837894eea48affa136533,Costin Manolache ,2002-10-11 18:19:33,FUNCTION,public,void,execute,"",117,t,6ecafdd4d32a8e490f001cfa816ff15ab4f9fd84,Stefan Bodewig ,2010-01-07 08:04:51,proposal/embed/src/java/org/apache/tools/ant/taskdefs/optional/TaskDiscovery.java,912d5406cf6069c479c8373ff99c8a810b44b25d,Kevin Jackson ,2006-02-21 01:09:54,FUNCTION,public,void,execute,"",115,DESIGN,122,124,"// We'll read all 'ant.tasks' at startup, and every time an unknown task // is found ( the classloader may be different from last time ). Not the best // solution, just a start."
ant,885390,DotnetCompile.java,src/main/org/apache/tools/ant/taskdefs/optional/dotnet/DotnetCompile.java,4c695bbb72867aa13029de177f468c38ab787174,Stefan Bodewig ,2005-03-14 14:58:54,FUNCTION,protected,int,addReferenceFilesets,"NetCommand command, long outputTimestamp ",883,t,6f8402d926c54252e54ac79efa3f5480ab7323c3,Alexey N. Solofnenko ,2005-10-28 16:06:03,src/main/org/apache/tools/ant/taskdefs/optional/dotnet/DotnetCompile.java,b1d8a1a56d9c9239d766a14ab79c717a9ffa9157,Stefan Bodewig ,2005-04-11 08:41:27,FUNCTION,protected,int,addReferenceFilesets,"NetCommand command, long outputTimestamp ",893,DESIGN,917,918,// hack: This means we've added at least one reference that's // a managed binary
ant,886025,DotnetCompile.java,src/main/org/apache/tools/ant/taskdefs/optional/dotnet/DotnetCompile.java,69c95afa02d8a3f629053c2dbef24ff386aabc07,Jesse N. Glick ,2006-08-18 20:07:32,FUNCTION,protected abstract,void,createResourceParameter,"NetCommand command, DotnetResource resource ",883,t,94104f877713018685813ca42423fee0935bc48c,Peter Reilly ,2006-11-12 22:30:59,src/main/org/apache/tools/ant/taskdefs/optional/dotnet/DotnetCompile.java,231e1c4688ea592b2df75147d9f12906d9a14b73,Peter Reilly ,2006-11-05 22:50:17,FUNCTION,protected abstract,void,createResourceParameter,"NetCommand command, DotnetResource resource ",889,DESIGN,877,882,"/* XXX Javadoc makes little sense, rewrite
ant,     * from a resource, get the
ant,     * @param resource
ant,     * @return a string containing the resource param, or a null string
ant,     * to conditionally exclude a resource.
ant,     */"
ant,886552,DotnetCompile.java,src/main/org/apache/tools/ant/taskdefs/optional/dotnet/DotnetCompile.java,94104f877713018685813ca42423fee0935bc48c,Peter Reilly ,2006-11-12 22:30:59,FUNCTION,protected abstract,void,createResourceParameter,"NetCommand command, DotnetResource resource ",895,t,36012960a97b8415ce6bc7e03a4cb64ffabc4d68,Peter Reilly ,2006-11-16 23:39:55,src/main/org/apache/tools/ant/taskdefs/optional/dotnet/DotnetCompile.java,94104f877713018685813ca42423fee0935bc48c,Peter Reilly ,2006-11-12 22:30:59,FUNCTION,protected abstract,void,createResourceParameter,"NetCommand command, DotnetResource resource ",895,DESIGN,888,894,"/* XXX Javadoc makes little sense, rewrite
ant,     * from a resource, get the
ant,     * @param command
ant,     * @param resource
ant,     * @return a string containing the resource param, or a null string
ant,     * to conditionally exclude a resource.
ant,     */"
ant,893548,WsdlToDotnet.java,src/main/org/apache/tools/ant/taskdefs/optional/dotnet/WsdlToDotnet.java,72252a914825c9fb084ea32f3b59f32442ee47ba,Steve Loughran ,2004-08-02 22:42:20,FUNCTION,public,void,execute,"",281,t,6a67c09afc7a13e47b43334358e7287abe2af2b3,Stefan Bodewig ,2008-10-21 11:33:29,src/main/org/apache/tools/ant/taskdefs/optional/dotnet/WsdlToDotnet.java,bd0ca5c9e9a726ccf1f05644f3c099bfd3ac6457,Stefan Bodewig ,2008-06-19 12:37:29,FUNCTION,public,void,execute,"",281,DESIGN,327,329,"//add in any extra files. //this is an error in mono, but we do not warn on it as they may fix that outside //the ant build cycle."
ant,895086,AntStarTeamCheckOut.java,src/main/org/apache/tools/ant/taskdefs/optional/scm/AntStarTeamCheckOut.java,dc7444ae578ffecc195c4f19a2afbd086532c849,Conor MacNeill ,2000-08-21 15:05:55,FUNCTION,protected,void,runType,"Server s, com . starbase . starteam . Project p, View v, Type t ",441,t,54bac0e89cab5d40e57a0f33deb102360aa731a6,Peter Reilly ,2007-09-25 17:07:10,src/main/org/apache/tools/ant/taskdefs/optional/scm/AntStarTeamCheckOut.java,6b572c917c5f5b8c299d5a2e306e7c62e49779f3,Peter Reilly ,2006-11-18 18:07:45,FUNCTION,protected,void,runType,"Server s, com . starbase . starteam . Project p, View v, Type t ",323,DESIGN,444,444,// This is ugly; checking for the root folder.
ant,898735,StarTeamCheckin.java,src/main/org/apache/tools/ant/taskdefs/optional/starteam/StarTeamCheckout.java,63b2c1c40a42d2148e0e977696bfdde4cb155d19,Stephane Bailliez ,2001-12-18 22:18:17,FUNCTION,protected,void,visit,"Folder starteamFolder, java . io . File targetFolder ",115,t,0389ea10a4687f078052de61ff19b5c43171ad44,Stephane Bailliez ,2002-01-14 22:19:47,src/main/org/apache/tools/ant/taskdefs/optional/starteam/StarTeamCheckout.java,f3577cdb5ce536ebcae232a268d7e01f1897e4e9,Stefan Bodewig ,2002-01-10 13:59:39,FUNCTION,protected,void,visit,"Folder starteamFolder, java . io . File targetFolder ",158,DESIGN,151,159,"// Check out anything else. // Just a note: StarTeam has a status for NEW which implies that there  // is an item  on your local machine that is not in the repository.  // These are the items that show up as NOT IN VIEW in the Starteam GUI. // One would think that we would want to perhaps checkin the NEW items // (not in all cases! - Steve Cohen 15 Dec 2001) // Unfortunately, the sdk doesn't really work, and we can't actually see // anything with a status of NEW. That is why we can just check out  // everything here without worrying about losing anything."
ant,899483,StarTeamCheckout.java,src/main/org/apache/tools/ant/taskdefs/optional/starteam/StarTeamCheckout.java,63b2c1c40a42d2148e0e977696bfdde4cb155d19,Stephane Bailliez ,2001-12-18 22:18:17,FUNCTION,protected,void,visit,"Folder starteamFolder, java . io . File targetFolder ",115,t,23e61358c8ed2aa3fe63c1f67082150047f1df9e,Stefan Bodewig ,2002-11-06 11:07:09,src/main/org/apache/tools/ant/taskdefs/optional/starteam/StarTeamCheckout.java,8f413c12084a80db24f4cdfd6b8f908d4e75556f,Peter Donald ,2002-07-25 15:21:25,FUNCTION,protected,void,visit,"Folder starteamFolder, java . io . File targetFolder ",217,DESIGN,151,159,"// Check out anything else. // Just a note: StarTeam has a status for NEW which implies that there  // is an item  on your local machine that is not in the repository.  // These are the items that show up as NOT IN VIEW in the Starteam GUI. // One would think that we would want to perhaps checkin the NEW items // (not in all cases! - Steve Cohen 15 Dec 2001) // Unfortunately, the sdk doesn't really work, and we can't actually see // anything with a status of NEW. That is why we can just check out  // everything here without worrying about losing anything."
ant,899986,StarTeamCheckout.java,src/main/org/apache/tools/ant/taskdefs/optional/starteam/StarTeamCheckout.java,23e61358c8ed2aa3fe63c1f67082150047f1df9e,Stefan Bodewig ,2002-11-06 11:07:09,FUNCTION,private,void,processFile,"com . starbase . starteam . File eachFile, java . io . File targetFolder ",400,t,54bac0e89cab5d40e57a0f33deb102360aa731a6,Peter Reilly ,2007-09-25 17:07:10,src/main/org/apache/tools/ant/taskdefs/optional/starteam/StarTeamCheckout.java,6b572c917c5f5b8c299d5a2e306e7c62e49779f3,Peter Reilly ,2006-11-18 18:07:45,FUNCTION,private,void,processFile,"com . starbase . starteam . File eachFile, File targetFolder ",466,DESIGN,430,439,"// Just a note: StarTeam has a status for NEW which implies // that there is an item  on your local machine that is not // in the repository.  These are the items that show up as // NOT IN VIEW in the Starteam GUI. // One would think that we would want to perhaps checkin the // NEW items (not in all cases! - Steve Cohen 15 Dec 2001) // Unfortunately, the sdk doesn't really work, and we can't // actually see  anything with a status of NEW. That is why // we can just check out  everything here without worrying // about losing anything."
ant,900074,StarTeamCheckout.java,src/main/org/apache/tools/ant/taskdefs/optional/starteam/StarTeamCheckout.java,6409f0ec87cfcc04196be80e0c72aec39a76ec04,Conor MacNeill ,2003-02-11 11:43:10,FUNCTION,protected,void,visit,"Folder starteamFolder, java . io . File targetFolder ",310,t,54bac0e89cab5d40e57a0f33deb102360aa731a6,Peter Reilly ,2007-09-25 17:07:10,src/main/org/apache/tools/ant/taskdefs/optional/starteam/StarTeamCheckout.java,6b572c917c5f5b8c299d5a2e306e7c62e49779f3,Peter Reilly ,2006-11-18 18:07:45,FUNCTION,protected,void,visit,"Folder starteamFolder, java . io . File targetFolder ",345,DESIGN,340,341,// prune away any files not belonging to the revision label // this is one ugly API from Starteam SDK
ant,901517,StarTeamList.java,src/main/org/apache/tools/ant/taskdefs/optional/starteam/StarTeamCheckout.java,63b2c1c40a42d2148e0e977696bfdde4cb155d19,Stephane Bailliez ,2001-12-18 22:18:17,FUNCTION,protected,void,visit,"Folder starteamFolder, java . io . File targetFolder ",115,t,0389ea10a4687f078052de61ff19b5c43171ad44,Stephane Bailliez ,2002-01-14 22:19:47,src/main/org/apache/tools/ant/taskdefs/optional/starteam/StarTeamCheckout.java,f3577cdb5ce536ebcae232a268d7e01f1897e4e9,Stefan Bodewig ,2002-01-10 13:59:39,FUNCTION,protected,void,visit,"Folder starteamFolder, java . io . File targetFolder ",158,DESIGN,151,159,"// Check out anything else. // Just a note: StarTeam has a status for NEW which implies that there  // is an item  on your local machine that is not in the repository.  // These are the items that show up as NOT IN VIEW in the Starteam GUI. // One would think that we would want to perhaps checkin the NEW items // (not in all cases! - Steve Cohen 15 Dec 2001) // Unfortunately, the sdk doesn't really work, and we can't actually see // anything with a status of NEW. That is why we can just check out  // everything here without worrying about losing anything."
ant,912243,ConcatFilterTest.java,src/testcases/org/apache/tools/ant/filters/ConcatFilterTest.java,b282f83f441ffcf4f99de8a7bfb7e1c942295861,Jan Materne ,2003-09-18 15:39:26,FUNCTION,public,void,tearDown,"",113,t,d1bc937f76bfe650c3c2a530e848140cadedd785,Jan Materne ,2003-09-19 09:24:13,src/testcases/org/apache/tools/ant/filters/ConcatFilterTest.java,b282f83f441ffcf4f99de8a7bfb7e1c942295861,Jan Materne ,2003-09-18 15:39:26,FUNCTION,public,void,tearDown,"",113,DESIGN,114,124,"// I dont know why - but on my machine I always get a // ""Unable to delete file ...result\after.txt"" (or before.txt) // from Delete.removeDir(Delete.java:612). // Win2000, JDK 1.4.1_02 // A <sleep> before <delete> doesn´t work. From 10ms to 3000ms. // I modified the taskdefs.Delete.DELETE_RETRY_SLEEP_MILLIS // from 10 up to 2000 ms, but no success. // So I give up - and hope for a suggestion from another one. // But this shouldn´t let the testcases fail, so I do the cleanup // inside a try-block //    Jan"
ant,912256,ConcatFilterTest.java,src/testcases/org/apache/tools/ant/filters/ConcatFilterTest.java,d1bc937f76bfe650c3c2a530e848140cadedd785,Jan Materne ,2003-09-19 09:24:13,FUNCTION,public,void,tearDown,"",113,t,8a19a4e64fcf0eccf49faa383aecbcf974f4a69e,Jan Materne ,2003-09-23 21:21:01,src/testcases/org/apache/tools/ant/filters/ConcatFilterTest.java,d1bc937f76bfe650c3c2a530e848140cadedd785,Jan Materne ,2003-09-19 09:24:13,FUNCTION,public,void,tearDown,"",113,DESIGN,114,124,"// I dont know why - but on my machine I always get a // ""Unable to delete file ...result\append.txt"" (or prepend.txt) // from Delete.removeDir(Delete.java:612). // Win2000, JDK 1.4.1_02 // A <sleep> before <delete> doesn´t work. From 10ms to 3000ms. // I modified the taskdefs.Delete.DELETE_RETRY_SLEEP_MILLIS // from 10 up to 2000 ms, but no success. // So I give up - and hope for a suggestion from another one. // But this shouldn´t let the testcases fail, so I do the cleanup // inside a try-block //    Jan"
ant,921457,TimeProcess.java,src/main/org/apache/tools/ant/taskdefs/Cvs.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,public,void,execute,"",74,t,5c39c18686cb56e64fcf3098a637c1399030865d,Erik Hatcher ,2002-02-06 23:54:10,src/main/org/apache/tools/ant/taskdefs/Cvs.java,f3577cdb5ce536ebcae232a268d7e01f1897e4e9,Stefan Bodewig ,2002-01-10 13:59:39,FUNCTION,public,void,execute,"",146,DESIGN,76,77,// XXX: we should use JCVS (www.ice.com/JCVS) instead of command line // execution so that we don't rely on having native CVS stuff around (SM)
